"interarrivals","service"
0.755181833128345,0.58496965826489
1.18164277910711,1.31296944405772
0.145706726703793,0.205581029271707
0.139795261868498,0.351863313512877
0.436068625779175,0.138177098287269
2.89496853746407,0.161603331711115
1.22956205341489,1.02238615216632
0.539682839997113,0.434148895740509
0.956567493698454,0.276651532016695
0.147045990503953,0.577532966807485
1.39073512881043,3.66816284842512
0.762029855470073,0.941817013136487
1.23760355073483,1.1837165149482
4.42393421768284,1.42504459891357
1.05454316731067,0.152919413382187
1.03524394603074,0.586557540250942
1.87603517240825,0.403586669935011
0.654746637213975,1.16579416194875
0.336933476384729,0.639070536996614
0.588479721453041,0.307984072588588
2.36451525302365,1.98068841665817
0.641892588231713,0.592973915208131
0.29412038763985,1.92023349746895
0.56586552457884,0.933015019036274
0.106072623282671,0.396622754400596
0.0594391603954136,5.00880094369405
0.578712463378906,0.194608837017186
3.95893285216248,1.70758658043929
1.17331210582077,1.83737465470918
0.996812955243844,2.25301774486733
1.43528534337308,0.43609501009897
0.0372685263864696,0.616124376794323
0.324010152835399,1.03493074398432
1.32046792931379,0.49687289125286
0.203510350031566,0.426436140713877
1.02272587731005,0.877079702503424
0.30174093414098,0.269874894060194
0.725214303429139,0.179083177350788
0.751542691725085,0.767751094087998
0.235027450870969,0.0820426411461085
1.07988113719494,0.331974218180403
1.02824690375001,0.246191664878279
1.29226164767416,1.0220757166477
1.25310535445334,2.26469469167967
0.554641397669911,0.344928843481466
0.301282996374649,1.06134326249305
1.29312465615095,2.46841306954456
0.994555788072658,0.362119348207489
0.514174296054989,0.500434700958431
2.0078324022794,0.193912000828566
0.422242444939911,0.538849562499672
2.17877256823953,0.432451780373231
3.21778901774804,0.176344884792883
0.557829354889691,0.00553714432753622
0.594617651775479,0.255529553443193
0.977395805823006,0.0925863415002823
0.209866580553353,0.195570433059551
0.309447856154293,0.467713406402618
1.10593626830251,0.3951746951323
0.774187764110875,1.85128733154275
0.089674078312405,0.324245658707914
1.10817665676438,2.06425989053977
0.247264253340259,0.745892028575196
1.57198684654179,0.10048525845632
4.83281274487205,2.67794585352329
0.431132132187486,0.21666711749993
2.73038931364629,0.0107028743958757
1.13683141527032,0.40939022898674
0.813368245963443,0.336357141332701
0.837006490671842,0.58891409933567
1.78476540454122,1.64179006714263
2.31247162620041,2.14606235705149
2.90988726897125,0.0579046392347664
0.285590984392911,0.447317599877715
0.388786772056307,0.57001873604022
0.0520554478280246,2.12057949051094
0.351870497884096,1.34809971351065
1.56524134530959,2.74621624484436
0.814535806327927,0.47133180568926
2.75924378807161,0.515653069177642
0.386193563473505,0.797195354066234
1.0082564567727,0.139076542714611
0.818514188835362,1.75964595574775
0.0592612056061625,1.26909662092503
2.28385347301576,0.082660007629139
0.804170911158335,0.559893874777481
1.58369608005807,1.03234522022251
1.23379150779366,0.00260247469973878
1.34564401857079,2.29654201760721
2.10037722984765,0.589747964590788
1.03509714729608,2.72274312503012
0.447451893240213,1.42527609869727
1.04360851455004,0.915564459897022
0.260828244965523,0.226855188841
0.681229108013213,0.827275199964087
0.263738264027172,0.8608575062497
0.446605654452084,1.64708601843455
0.210606893058866,2.62463521048204
0.132571405922723,0.410645499872044
0.348888345398919,0.202557238424197
1.89984334065559,0.0369312510100605
0.516206104774028,0.375776790222153
0.448997785337269,0.136783185176687
0.379599687733459,2.619765063224
1.24876757986368,0.387434695288539
2.69341156060312,1.20756027769242
0.196321809033505,1.4335505781593
2.29983717307222,0.135322191473097
0.565702673979104,0.185014273701558
0.763180009978724,0.00848264254913706
1.57271670569401,1.14477387933005
1.83564097984674,1.66720647692569
0.0371522749774158,1.84863091699668
0.125565871596336,1.45080467846133
1.41954919687452,0.326402456173673
0.718617596621525,0.650454897549617
0.435870551969856,0.913214666265439
0.0694123454569605,2.07201177298856
0.21369195981875,0.106418428399514
0.299158920999616,0.0557915842020646
0.235655626298132,0.678011135854652
0.743043621028674,0.68775716522653
1.70992582655492,0.270822386490181
0.981819407041085,1.88292594116267
0.0202504131011665,0.436000133352354
0.178569450593525,0.166429335158318
3.25933710468893,2.54462516822317
1.36457221392067,0.159286014671633
0.0911088738837726,0.339586077583954
1.19109463873775,0.0382735613226961
0.262840456794947,2.3407609187795
1.25346291526676,1.30450380734988
0.379255697596818,1.58062222853192
0.378826824948192,2.82732856556551
0.109801246318966,1.02569065280269
0.905557461459179,2.26662838987839
0.156707888003439,2.11006159656183
0.0988456174608028,0.0945549181595908
2.07370036645773,1.37998320080229
0.785120862759839,1.50080835681298
0.52816003383183,0.365734771918505
1.02931641025648,0.0548120853491127
2.25115269751046,1.02538374705185
1.18461401290716,1.67307916853466
0.219827935010047,0.360764232091606
0.805011298465443,0.662500701434355
0.575081015471369,2.1618164558692
0.404925025068223,0.223276433022693
1.70651547043564,0.651459858920478
2.11076216200802,0.0253032976347178
0.509411243256181,0.269996677245945
0.240820066072047,0.232667851063497
1.74290849446299,0.23592758984305
2.84816205237745,2.25194555075922
1.92397064148428,0.347189703444019
0.721827265764487,0.660225051214353
1.83614894366803,0.15207921853289
0.712407746114166,0.0780911605339497
0.0546215539798141,1.11583316257168
0.0332427368883173,0.520181207545102
1.49532033494654,0.117002493934706
0.979115662122977,0.82001400418524
1.624947251668,0.953138804304789
1.44411973833087,0.00038987429211329
1.47738536103062,0.603089507762343
0.226668642744038,0.255172342294827
2.66614719281409,2.83894188686983
2.11440364945488,1.21517603635732
0.347424465697259,0.157121950832615
2.59716722915385,0.0281740307807922
0.953227461031126,1.00545855924432
1.79710007077994,0.304895749501884
0.626870417036116,1.78052775088587
2.17458773578022,1.30422619564128
1.29494616757603,0.159387676171491
1.51544896691086,1.69254381853976
1.93277326031568,1.22973342655171
0.682703433558345,1.28635802466311
0.439827976748347,0.204323079907193
0.761995512950134,0.412817373478659
0.750757344502456,0.435075039463118
0.249428379349411,0.711851059887003
0.32923649949953,0.811796802058261
0.943105806554568,0.111258009197917
1.31590563147785,0.489480076963082
0.542167328271019,1.11513674627934
0.764659696216595,0.611099992878735
0.524303059093654,0.0333360966760665
0.203511858505612,0.601722359005362
2.31386824870918,0.496492106001824
1.14793441999228,0.0822495517786592
0.801773139670983,0.646635173595886
0.122307231591109,1.84607293449231
1.23036274868519,0.324908080184832
0.352328101638705,0.340832694573328
0.770322299520385,0.677764694448005
0.812229923237678,0.954002351576865
0.450810545124114,0.291600412409753
0.737371680485085,0.17079161577858
0.0570038910033356,0.0349143520463258
0.0756230252149945,1.69377535614535
1.02625911864908,0.701017968039404
0.674833138473332,0.233396631432697
0.800546547355962,0.706790499258231
0.174070282839239,0.747325910492544
0.673464539460838,0.524979644268751
2.21790592546079,0.113494699308649
0.405557486694306,0.950691702644717
0.397649074438959,0.201046532392502
0.996004747869272,1.24524496734087
0.153749578479688,0.328981691831723
1.37401075377585,0.788316979482544
1.02723040334405,0.0420108570614045
0.122821892853451,0.168228928092709
1.08426507242727,0.562882040860131
0.160921845484556,1.44830295026191
0.663343430031091,0.0123703022953123
2.18155799421244,0.264714836049825
1.53530990323963,1.50077050078549
0.107334545877938,0.316807795129716
